,text_content,Contador,Golpe
2451,"*SENHOR EU ORO:*

*ABRE OS OLHOS ESPIRITUAIS*  DOS TEUS FILHOS E FILHAS 
🙌para que não sejam cegados pelas *mentiras de Satanás*.

*Que os nossos OLHOS ESTEJAM* NOS CÉUS. 

*QUE A VISÃO FA TUA GRANDEZA E FIDELIDADE* NOS INVADA TIRANDO A DEPRESSÃO, O ABATIMENTO E O DESÂNIMO,  E *NOS FORTALECENDO PARA GERAR MILAGRES* PELA FÉ! 

*EU DECLARO*
✅ O 
Senhor é nosso Escudo  proteção 

*EU PROFETIZO:*
✅Nossa RECOMPENSA será muito grande 

✅ *Portas muito grandes abertas:*
de empregos 
de negócios 
de justiça 
de honra 
de provisão
de milagres 

✅ *Nenhuma promessa* deixará de se cumprir à despeito de idade,  tempo,  final de mês, final de ano.

✅A NOSSA FÉ EM TI SENHOR NOS DARÁ VITÓRIA, GERARÁ MILAGRES E PODEROSOS TESTEMUNHOS!",2,0
2452,"*Esta notícia me deixa triste!*

JÁ ESTAMOS VIRANDO UMA VENEZUELA ‼️

*DIA 30 OUTUBRO TEREMOS A OPORTUNIDADE DE DIZER NÃO DEFINITIVAMENTE AO LULA E SUA FACÇÃO PTRALHA VERMELHA* 

VOTE 2️⃣2️⃣✅ BOLSONARO
e
4️⃣5️⃣✅ PEDRO GOVERNADOR 🍀🚀
e vamos acabar com esse CALVÁRIO!!
https://kwai-video.com/p/6nlHCv5g",2,0
2453,Marido de cantora é preso no Rio em operação contra esquema de pirâmide que deu R$ 4 bilhões de prejuízo ☛ https://terrabrasilnoticias.com/2022/10/marido-de-cantora-e-preso-no-rio-em-operacao-contra-esquema-de-piramide-que-deu-r-4-bilhoes-de-prejuizo/,2,0
2454,Sheik dos Bitcoins: Safadão briga na Justiça por aeronave de R$ 37 mi ☛ https://terrabrasilnoticias.com/2022/10/sheik-dos-bitcoins-safadao-briga-na-justica-por-aeronave-de-r-37-mi/,2,0
2455,Um canal que ganha dinheiro para fazer propaganda eleitoral. É óbvio que o Brasil tem lei e tem justiça eleitoral.,2,0
2456,https://www.google.com/amp/s/economia.uol.com.br/empregos-e-carreiras/noticias/redacao/2018/12/03/nem-nem-jovens-nem-estudam-nem-trabalham-ipea-brasil.amp.htm,2,0
2457,"*Pra ganhar mais dinheiro do Fundo Eleitoral, Eduardo Braga tentou mudar de cor nessa eleição.*

Ele que sempre se declarou branco nas eleições, tentou se passar por pardo. O plano não deu certo e a Justiça além de exigir que ele retornasse a sua cor original vai investigar Braga por suspeita de fraude contra o Fundo Eleitoral.

_Se ele fez isso no começo na eleição, imagina o que ele pode fazer agora para ganhar o seu voto?_",2,0
2458,"Que coração bom em se preocupar. Só isso já fiquei muito feliz. Olha! Tá tudo bem. Vou consegui aqui onde estou o dinheiro da gasolina . Obrigado de coração pela preocupação.        D us cubra de bençãos. .   Vamos todos vencer 
 🤝🙏",2,0
2459,"Repassando: “A Polícia Federal de Curitiba fez uma exposição no centro da cidade, mostrando a montanha de DINHEIRO ROUBADO NA ADMINISTRAÇÃO  do PT e que já foi recuperado. 

Agora imagine o tamanho do rombo!

E ainda tem gente que acha que o PT não afundou o país ! 

Brasileiro não tem muita noção das coisas Foi muito boa a idéia. Pelo menos agora vão ter noção. Assim espero !

Este video tem que circular, para o mundo ver o que foi esse Lula ladrão e sua corja. 👇👇👇👇👇",2,0
2460,A Brasil Paralelo não recebe dinheiro de monetização. Os advogados do PT além de tudo são mau informados,2,0
2461,"Mais educação , escolas com período integral , crianças fora das ruas, pobre não precisa de bolsa precisa dê emprego quê traz dignidade eu criei três filhos trabalhando e todos trabalham desde cedo nenhum pediu esmola ou ficou sem estudar e graças a Deus são homens dê caráter por isso não votamos em promessas e sim no Brasil dos meus netos e geração futura é 22 é 10 em nome de Jesus 💪🏾💪🏾💪🏾🇧🇷🇧🇷🇧🇷🇧🇷❤‍🔥❤‍🔥❤‍🔥",2,0
2462,"*VAMOS AOS FATOS*

*👉GOVERNO FEDERAL :*

*FHC = 8 anos* 

*LULA = 8 anos*

*DILMA = 6 anos* 

*TEMER = 2 anos* 

*TOTAL = 24 anos*

*👉GOVERNO DE PERNAMBUCO:*

*JARBAS = 8 anos* 

*EDUARDO = 8 anos* 

*PAULO = 8 anos*

*TOTAL = 24 anos* 


*👉PREFEITURA DO RECIFE :*

*JOÃO PAULO = 8 anos* 

*JOÃO DA COSTA = 4 anos*

*GERALDO = 8 anos* 

*JOÃO CAMPOS = 2 anos* 

*TOTAL = 22 anos* 

*👉E A CULPA DE TUDO ISSO É DE QUEM ???*

*👉FOME, MISÉRIA, DESEMPREGO, ENCHENTES, PALAFITAS,INSEGURANÇA, DESIGUALDADE E TANTAS MAZELAS EM NOSSO ESTADO E NO BRASIL.*

*👉ACORDA ELEITOR, VOTE COM INDEPENDÊNCIA E CONSCIÊNCIA.*

*👉ACORDA BRASIL 🇧🇷.*

*👉ENQUANTO É TEMPO.*

*👉BOLSONARO 22 Presidente* 
*👉RAGUEL 45 Governadora*

*👉TE LIBERTA PERNAMBUCO do PSB, PCdoB, PT e PSOL*",2,0
2464,"Salve Salve! 
Mais uma oportunidade para os amigos que ainda não adesivaram seus carros. Vamos compartilhar ao máximo para chamar o pessoal para mais essa ação hoje a tardinha",2,0
2465,"Porque o cetro da impiedade não permanecerá sobre a sorte dos justos, para que o justo não estenda as suas mãos para a iniqüidade.

Salmos 125:3",2,0
2466,"*SE ALGUÉM TE PERGUNTAR O QUE FOI QUE BOLSONARO FEZ DE BOM PARA O BRASIL, MOSTRE ESSA LISTA ABAIXO COM ALGUMAS COISAS QUE ELE FEZ.*

1. Criou o PIX 
2. Deu 33% de aumento aos professores. 
3. Deu 92% de desconto para aos alunos que deviam o FIES.
4. Aumentou o Bolsa Atleta de 1.000,00 para 8.000,00 reais. 
5. Possibilitou a transferência de veículos sem cartório. 
6. Trouxe a tecnologia 5G para o Brasil.
7. Obteve recordes na exportação brasileira. 
8. Obteve superavit na balança comercial do Brasil 
9. Criou o programa ÁGUA Doce
10. Possibilitou a prova de vida dos idosos pelo celular. 
12. Zerou impostos federais da  gasolina e do gás 
13. Reduziu impostos federais  e teve recordes na arrecadação .
14. Fez voltar os jogos estudantis 
15. Mais de 1 milhão e 200 mil casas entregues.  Projeto Casa Verde e Amarela 
16. Primeira feira do Grafeno do Brasil e primeira bateria de nióbio com tecnologia brasileira 
17. Parceria com a NASAS Missão ARTEMIS
18. Transposição do Rio São Francisco, parada há  anos-  Água para o Nordeste 
19. Aumentou de 180,00 do Bolsa Família para 600,00 com o programa Auxílio Brasil ( 21 milhões de famílias beneficiadas)
20. Construção de 2 adutoras no agreste e Síridó 
21. Lucro recorde para na CAIXA Econômica 
22. Assistência a Saúde para os povos indígenas aumetou em 30%
23. Asfaltamento para a Transamazônica, a  BR 230.
24. Ferrovias construídas:
Ferrovia do Sol
Ferrovia Paraná 
Ferrovia Mato Grosso 
Ferrovia Tocantins e
Ferrovia Goiás 
24. Combate so garimpo ilegal 
25. Alterou a Lei ROUANET para beneficiar o artista que precisa desse apoio financeiro. 
26. Redução de 40% da taxa de homicídios no Brasil 
27. Perfuração de poços de gás na Amazônia 
28. Combate ao narcotráfico como nunca antes 
29. Combate a corrupção nunca visto antes 
30. Terminando as obras paradas de vários anos 
32. Lançamento de 3 satélites para o monitoramento da Amazônia 
33. Carteira de motorista agora válida por 10 anos 
34. Carteira nacional digital para estudantes 
35. Deu mais de 400 mil títulos de terras 
36. Privatização de estatais que servem como cabide de emprego e roubalheira de políticos 
37. Construção do Complexo solar na Paraiba
38. Curso on line para instrução e capacitação de professores 
39. Construídas várias infraestruturas como Anel Viário de Fortaleza.  BR 222. BR 022. BR 285. BR 116. Rota Bioceanica Chile- Brasil.  Ponte de integração Brasil-Paraguai.
40. Menor taxa de juros da história do Brasil 
41. Ampliação e investimentos nas usinas de energia eólicas e fotovoltaicas
42. Pensão vitalícia para os filhos com Zica Vírus. 
43. Vacina 100% brasileira para covid, VERSAMUNE
43. Resgatou  o patriotismo nos brasileiros.
44. Nos fez ver as coisas erradas que ficavam escondidas dos brasileiros. ""Conhecereis a verdade e a verdade vos libertará""
45. Defendeu abertamente a  importância da liberdade, da igreja,  da família e de Deus.
46. Lutou pela moralização na política e no governo. 
47. É a favor de um estado menor e com menos interferência do estado na vida do povo.
48. Defendeu a liberdade Econômica e dos empreendimentos.
49. Diminuiu a burocratização na abertura de empresas 
50. É contra o neo comunismo, da ideológica partidária nas escolas, a ideologia de gênero e do aborto.
52. Defendeu e
defende a família tradicional, os valores cristãos e a honestidade com o dinheiro público.
53. Recuperou a Petrobras que deu lucro de mais de 40 bilhões. 
54. Fez os brasileiros a voltar a acreditar e ter esperança no Brasil.
55.  o exército fez poços de água no sertão.
56. Fez diminuir as invasões de terra pelo MST
57. Fez diminuir a criminalidade no país 
58. Mostrou que sem roubar sobra dinheiro para muitas coisas.
59. É o presidente mais amado e querido pelo povo brasileiro 
60. Mostrou que ama o Brasil e está pronto a dar a vida por uma pátria livre. 🇧🇷 🇧🇷🇧🇷

*Copia e cole, pra compartilhar para 5 contatos ou grupo a cada envio *",2,0
2467,"Alguém com grande influência e alcance de comunicação como o Ratinho por exemplo, deveria fazer um esclarecimento ao povo, que a crise só passa com a reeleição do Bolsonaro, caso contrário, só piora, pois quem tem dinheiro não vai investir no Brasil governado por um ladrão. E que a  crise de hoje é justamente pela incerteza sobre o futuro",2,0
2468,"O consultor político e sócio-diretor da CAC Consultoria, José Luciano de Mattos Dias, atribuiu chances maiores de vitória de Bolsonaro no segundo turno das eleições. Perguntado sobre a probabilidade de sucesso dos candidatos na reta final do pleito, Dias defendeu que, em função da distribuição geográfica dos votos, o atual presidente deve chegar mais forte que o adversário no dia 30 de outubro.

A leitura fez parte de uma conversa com clientes do BTG Pactual realizada no dia de hoje. Em números, o consultor afirmou que Bolsonaro teria 52% de chance de ser reeleito, contra 48% do ex-presidente Lula. Dias também alertou para o fato de que ainda é impossível prever um vencedor em uma disputa tão apertada.",2,0
2469,"João Doria anuncia que vai deixar o PSDB 

O ex-governador de São Paulo, João Doria (PSDB), foi contratado como consultor pela Paper Excellence. A empresa indonésia Jakson Widjaja recorreu à Doria para manter o controle da Eldorado Celulose, empresa de celulose de Três Lagoas. O negócio vale cerca de R$ 31 bilhões.",2,0
2470,Olha ai...Dirceu vagabundo dizem que em 2023 vao continuar mandado dinheiro para as ditaduras.,2,0
2471,https://www.itabiraonline.com.br/2022/10/19/e-golpe-amazon-nao-encaminha-mensagens-com-oportunidade-emprego/,2,0
2472,"*SENSACIONAL*

Todos os dias 10 homens se encontram em um bar para conversar e beber cerveja. A conta total dos dez homens é de R$100.

Concordaram em pagar a forma proporcional como são pagos os impostos na sociedade, conforme a escala de riqueza e renda de cada um:

Os primeiros 4 (os mais pobres) não pagam nada.
O 5º paga R$1.
O 6º paga R$3.
O 7º paga R$7.
O 8º paga R$12.
O 9º paga R$18.
O 10º (o mais rico) paga R$59.

A partir daí, todos se divertem, respeitando o acordo, até que, um dia, o dono do bar disse para eles:

- Já que vocês são bons clientes, vou reduzir o custo de suas cervejas em R$20. As bebidas a partir de agora custam R$80.

O grupo, no entanto, propôs continuar pagando a conta na mesma proporção de antes. Os quatro primeiros continuaram a beber de graça. Eles calcularam que os R$20 divididos por 6 seriam R$3.33, mas se subtraíssem isso da porção de cada um, o 5º e o 6º homens seriam pagos para beber, já que o 5º pagou R$1 antes e o 6º pagou R$3.

Então o barman sugeriu uma fórmula baseada na riqueza de cada um, e passou a calcular o valor que cada um deveria pagar.

O 5º bebedor, igual aos quatro primeiros, não pagaria nada.
O 6º agora pagaria R$2 em vez de R$3 (economia de 33%).
O 7º pagaria R$5 em vez de R$7 (economia de 28%).
O 8º pagaria R$9 em vez de R$12 (economia de 25%).
O 9º pagaria R$14 em vez de R$18 (economia de 22%).
O 10º pagaria R$49 em vez de R$59: (economia de 16%).

Cada um dos seis pagantes estava agora melhor do que antes: os quatro primeiros bebedores ainda bebiam de graça, assim como o quinto.

Mas, uma vez fora do bar, começaram a comparar o que estavam economizando.  “Recebi apenas R$1 dos 20 economizados”, reclamou o 6º homem e disse ao 10º bebedor, “Mas você recebeu 9!”

“Sim, isso mesmo"" - disse o 5º homem - “Também economizei apenas R$1; é injusto que ele receba nove vezes mais do que eu.”

“É verdade"", exclamou o 7º homem. “Porque ele ganha R$9 de desconto quando eu só recebo R$2? Os ricos sempre obtêm os maiores benefícios!”

“Espere um minuto!” - os quatro primeiros gritaram ao mesmo tempo - “Não recebemos absolutamente nada. O sistema explora os pobres!”

Os nove homens cercaram o 10º e o espancaram.

Na noite seguinte, o décimo homem não veio beber, então todos os nove sentaram e beberam suas cervejas sem ele. Mas na hora de pagar a conta eles notaram algo perturbador: entre todos eles não juntaram o dinheiro para pagar nem METADE da conta.

E é assim, amigos, jornalistas e professores universitários, sindicalistas e funcionários, como funciona o sistema tributário. As pessoas que pagam os impostos mais altos são as que mais se beneficiam de um corte de impostos. Tribute-os muito alto, ataque-os por serem ricos, e as chances são de que eles nunca mais apareçam. Na verdade, é quase certo que eles vão começar a beber em algum bar no exterior onde o ambiente é um pouco mais amigável.

Moral: ""O problema com o socialismo é que você acaba ficando sem dinheiro de outras pessoas.""",2,0
2473,Analfabeta irmão eu até entendo  ela não teve oportunidade  de estudar mano,2,0
2474,Desejo que não! Mas não podemos esperar muito de quem já fez muitos estragos com o dinheiro do povo,2,0
2475,"_Pais suspeitos de torturar jovem por razões religiosas são presos no Cariri. Adolescente conseguiu fugir de casa e pediu socorro ao Conselho Tutelar da cidade. Posteriormente, a jovem retornou a sua residência._

_Leia matéria completa: *⇩*_
https://bit.ly/3eNc0W3",2,0
2476,"CARTA ABERTA Á COMUNIDADE NIKKEI E A
TODOS OS BRASILEIROS
A comunidade nikkei é estimada em cerca de 1,9 milhão de pessoas e como brasileiros que somos temos compromissos e responsabilidades com os rumos do nosso País. A história dos japoneses e descendentes no Brasil é conhecida por toda a sociedade brasileira pelo trabalho, pela dedicação, educação e honestidade. Aliás, estes são os maiores bens deixados pelos nossos pais e avós que lutaram, batalharam de sol a sol, enfrentaram todos os tipos de adversidades, mas jamais se esqueceram de nos ensinar que o nosso caráter precisa ser formado acima de tudo pela lisura, pela honra e pela dignidade.
Nesses 114 anos, os japoneses e seus descendentes no Brasil deram origem a uma comunidade respeitada por toda sociedade brasileira pelo trabalho, retidão, perseverança e, acima de tudo, honradez e honestidade.
Esse reconhecimento foi conseguido com muito sangue, suor e lágrimas e com trabalho extenuante nas fazendas de café. Viviam em casebres precários de pau a pique e de terra batida, e os únicos alimentos que dispunham eram o arroz de sequeiro, feijão, milho, carne ou bacalhau seco, itens que os japoneses não sabiam como preparar.
Essas condições subumanas enfrentaram com coragem, com abnegação e integridade, em busca de tornar o Brasil a sua segunda Pátria, como de fato aconteceu, e sem se desviar em nenhum momento da retidão e dos valores morais. A lisura do caráter, a dignidade, a honra e o respeito ao próximo são o legado mais importantes que nossos pais, avós e bisavós nos deixaram e que devemos preservar e transmitir às gerações futuras.
O compromisso com essa herança mais valiosa deixada por nossos pais e avós, e pela qual somos reconhecidos por toda sociedade brasileira, precisamos levar adiante no domingo, dia 30, votação decisiva para eleger o próximo presidente do Brasil. Em respeito a nós mesmos e aos nossos antepassados não podemos compactuar com um candidato que liderou um grupo que fez o maior desvio de dinheiro público de todos os tempos, promoveu uma verdadeira pilhagem nos cofres da Petrobrás, e agora tenta voltar ao poder. A candidatura do ex-presidiário Lula é uma afronta aos brasileiros e um escárnio para todos nós, pessoas de bem.
Lula não merece nossa confiança e muito menos do nosso voto pela ladroeira em seu governo e no da sua sucessora, Dilma Roussef. Votar em Lula e trazer ele e seu grupo de volta ao mesmo local dos crimes é trair os nossos antepassados e os valores morais e de caráter que nossos pais, avós e bisavós nos ensinaram. Votar em Lula é desprezar e dar um tapa na nossa dignidade, na honradez e na honestidade que a comunidade nikkei construiu no Brasil, com muito sacrifício, ao longo de 114 anos.
Da mesma forma, votar em Fernando Haddad é renegar o valor pelo trabalho, ao qual os imigrantes japoneses sempre dignificaram, e aceitar o retorno de quem pouco se empenhou no cargo, abandonando a saúde e a educação, esquecendo a zeladoria da cidade de São Paulo, deixando-a nas piores condições, com ruas esburacadas, sem recapeamento e sem iluminação e parques deteriorados, porém, desperdiçando milhões de reais apenas para pintar faixas de bicicletas sem qualquer critério ou estudo técnico – e hoje a grande maioria está abandonada.
Chegava tarde ao gabinete e encerrava cedo seu expediente e para camuflar essa falta de compromisso com a população e com a cidade produziu agendas com inúmeros compromissos, mas logo se descobriu que não passavam de fake-news. Fez uma das piores gestões na prefeitura de São Paulo e por isso não foi reeleito.
Nesse dia 30 de outubro, vamos votar em Jair Bolsonaro para Presidente e Tarcísio de Freitas para Governador de São Paulo.

Aurélio Nomura – vereador
George Hato – vereador
Walter Ihoshi – ex-deputado federal",2,0
2477,"E AGORA XANDÃO ? 
Vai mandar prender o General Gilberto Pimentel ? 🤔🤭💪😂😂

*CARTA BOMBÁSTICA POSTADA NO 
""BRASIL PELO EXARNET"",  
BLOG FECHADO DO EXÉRCITO.*

Meus amigos de trincheiras, em um momento de instabilidade nacional em que o País passa, eu colocarei aqui alguns pontos muito importantes que estão engasgados na garganta.

Com 41 anos de Carreira Militar, desde que ingressei ainda em nosso glorioso Regime Militar Democrático, aos 18 anos, no Exército e por meritocracia cheguei a General de Brigada do Exército, e agora sigo atuando pelo Comando de presidir o nosso Clube Militar. 
Eu nunca vi o que está acontecendo com a nossa Pátria.

Entre tantas preocupações e anseios que a Sociedade necessita nesses tempos difíceis e sombrios que passamos, ainda existem aqueles que insistem em nos provocar e nos intimidar pelas Vias Radicais e Ditatoriais.

Esse Tribunal que se diz ser Supremo, afronta a Nação de uma forma irresponsável, podando e talhando os Direitos Constitucionais adquiridos na constituição de 1988. 

Querendo mostrar uma força que nós, Militares desconhecemos. 
E há aqueles que dizem ainda que: 
""Os 21 anos de Ouro foram de trevas e repressores"". 

Mas então eu coloco aqui a pergunta: 
""O que estamos vivendo agora?"" 
""DEMOCRACIA""? 

Em um gesto covarde e absurdo de um homem que se acha Deus Supremo, aplica inquéritos de censuras a liberdade de imprensa, e de seu povo que absolutamente não quer mais esses homens no Poder e tem o poder e direito de manifestar-se. 

E simplesmente dois bandidos de toga se acham no direito de reprimir e cassar pessoas, Jornais, Jornalistas, e Generais, como se fossem animais selvagens.

Querendo amordaçá-los com suas focinheiras escrotas de autoritarismo barato. 
Isso é um absurdo!

Quero alertá-los que dentro do Clube que estou a servir, isso caiu como um martelo no centro dos Generais, que já se levantaram e intimaram até mesmo o chefe de Estado que esteve conosco semana passada.

Viu-se no próprio Presidente da República, o temor e o medo de se expressar contra essa corja de canalhas. 

Sabendo disso Senhores, o próprio Chefe de Estado, se assim posso usar essa expressão: 
""Está em um mato sem cachorro"". 

Alguém terá que parar esses inescrupulosos homens deuses. 
Nós juramos defender a Pátria! 
Começou em 1964. 
Os senhores meus amigos sabem muito bem.

Uma coisa leva a outra!!! 
Assim estou expressando meu maior sentimento de repúdio a esse Supremo Tribunal da vergonha. 
Será que também vão invadir minha casa? 

Nem em uma Ditadura mais opressora, viu-se o que está acontecendo em nosso País. 
Uma população que está acomodada em berço esplêndido e ao mesmo tempo oprimida ao seu maior medo. 
""O direito de se expressar"".

Nós das FFAA sabemos muito bem o que devemos fazer para impedir tudo isso, mas agora cabe saber o que a Sociedade de bem deseja. 
Porque quero já alertá-los, se isso começar, não terá mais volta, e todos nós sabemos muito bem disso.

Convoco aqui, como Chefe de Instituição Militar, uma grande mobilização dos nosso amigos oficiais patriotas e que essa carta se espalhe para todos vocês e se unam ao meu sentimento, porque depois que as lagartas se moverem, não reclamem de quem tem o poder de verdade de recuperar essa Nação. 

Mais uma vez alerto que: 
Quando tudo está parado e sequestram o direito de um Presidente de governar, não há mais o que fazer, a não ser agirmos em prol e em defesa da Nação. 

Que pena, que pena que nos tiraram esse poder institucional. Será que teremos que ver o País ser dominado por completo por meia dúzia de raposas Comunistas e não fazermos nada?

*Onde está a sociedade que não nos outorga isso?*

 Ao mesmo tempo que a sociedade está cansada de tantas falácias e declarações nossas, nós também estamos cansados de ver o País afundar sem poder mover o pino da granada.

Me perdoem as palavras ríspidas e diretas, mas o momento é oportuno em se fazer esse alerta urgente! 

Meus amigos de farda, levantemo-nos agora, e estejamos em QAP total de prontidão. 
Um grande abraços a todos.

Nosso exército nunca dorme! 
Aço, selva.

General de brigada Gilberto Pimentel

Presidente do Clube Militar.

SOMOS TODOS FFAA, 
Vamos fazer a limpeza, já passou da hora. 
Se você concorda, compartilhe muito. 
Eles só poderão começar algo se forem convocados por nós, a maioria do povo brasileiro. 
NÃO DEIXE PASSAR ESTA OPORTUNIDADE.
*Se o seu desejo é colocar um final nesta situação, compartilhe*


👏🏻👍🏻🇧🇷.  Recebi e te enviei.",2,0
2478,https://vozdopara.com.br/atividade-economica-tem-queda-de-113-em-agosto-diz-banco-central/,2,0
2479,"Seu Otario🖕🖕
Seu Demonio🖕

Só que Jesus NÃO Foi PRESO *POR ROUBAR*....🇧🇷🇧🇷🇧🇷😡😡😡😡😡😡😡😡😡😡😡😡😡🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕




Seu Judas
Seu golpista Xandão
Seu golpista Globistas,..,seu PCC
Seu capeta desgracado.🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕🖕😡



🖕🖕🖕🖕
Já ESSE LADRAO LUÍS 9DEDOS SOLTO DA SILVA🖕👇👇

Matou os empregos.🇧🇷💲🤌💲

e agora vai voltar pra matar vc 🫵

Pra kitar DIVIDA💲 com Extrangeiros 🇦🇲🇦🇴🇦🇹🇧🇭🚩🤌💲🤌🤌
🖕Assim  *Brasileiro Original mortos.*
Extrangeiros 🤌 *Toma o Brazil Diboa.*..


iViva o Ladrão...
Que não pode ser chamado de Ladrão",2,0
2480,"*Lula acaba de confirmar que ONYX É A MELHOR OPÇÃO PARA O RS!*

Segundo o líder do maior esquema de corrupção do mundo, a esquerda “não pode permitir que Onyx seja o governador…”

🇧🇷 *NO DIA 30 É:*
2️⃣2️⃣ BOLSONARO PRESIDENTE
2️⃣2️⃣ ONYX GOVERNADOR 

*NUNCA FOI TÃO FÁCIL ESCOLHER!*",2,0
2481,Olha o lixo ajudando a Venezuela com o dinheiro do povo brasileiro,2,0
2482,Nunca vi um povo de memória curta... olha o que esse luladrão sempre fez... enquanto isso estava juntando riqueza com nosso dinheiro... bandido 😡,2,0
2483,"VAMOS FALAR DO MAIOR ESQUEMA DE CORRUPÇÃO DA HISTÓRIA??? 😨😳😳

*BOLSONARO SEGUE TENTANDO DESVIAR A ATENÇÃO DE TODOS OS CRIMES COMETIDOS COM O BOLSOLÃO!*

NÃO SE DEIXE ENGANAR! MOSTRE ESSE VÍDEO PARA O MÁXIMO DE PESSOAS QUE PUDER!",2,0
2484,"Honestamente, em algumas horas eu acho que o Brasil MERECE que o Lula volte à presidência. 
É inconcebível que, ainda hoje, estejamos vendo esse indivíduo abjeto disputando o segundo turno das eleições. É a declaração inequívoca de que não somos um país sério. 
Independentemente de ter sido ""descondenado"", por um juiz que ele mesmo indicou, Lula é um criminoso! E não estou falando apenas de corrupção. É cúmplice, apoiador e, enquanto presidente, financiador de regimes ditatoriais; é declaradamente simpático à criminalidade; é sabidamente envolvido em casos como o de Celso Daniel... Se Lula ganhar, NINGUÉM poderá dizer que ""não sabia"" o que ele pretendia. 
Em campanha, já está deixando muito claras suas intenções. Foi explícito em ameaçar o governador reeleito de Minas, que não lhe deu apoio, dizendo que ele AINDA é livre pra falar o que quiser; foi incisivo em dizer que vai desarmar o cidadão, enquanto defende ladrões e posa ao lado de membros de facções criminosas; foi taxativo em suas declarações contra o agronegócio, contra os empresários, contra a liberdade de expressão, contra qualquer um que produza algo e/ou se oponha às suas ideias. 
Os brasileiros estão esquecendo que, no governo desse bandido, tínhamos macas espalhadas pelos corredores do SUS e vimos a criminalidade violenta explodir no país. Estão esquecendo que, apesar de ""descondenado"", as empresas que fizeram delações sobre a corrupção no seu governo devolveram BILHÕES DE REAIS aos cofres públicos. 
Tudo isso em troca do que? 
Pela promessa de uma picanha com cervejinha no fim de semana? 
Promessa, aliás, que é ridicularizada, aos risos, pelo próprio Lula; o mesmo Lula que, em 2015, durante a maior crise econômica da história recente brasileira, causada JUSTAMENTE pela política econômica petista, disse que o pobre teria que tirar a carne do prato e comer ovo. 
Qualquer que seja o resultado da eleição, nós já perdemos. Termos um país dividido entre um Presidente ""que fala bobagem"" e um criminoso contumaz, igualando as falhas de um e de outro, prova que a bússola moral do nosso povo está completamente desregulada. 
Sinceramente, não vejo outra alternativa, além de um ""tratamento de choque"", para que os brasileiros voltem a raciocinar com clareza. Lula presidente, pelo terceiro mandato e com ""sangue no olho"", seria a cura para o esquerdismo tupiniquim. 
É assim que se ensina um povo que sempre teve tudo de mão beijada, que nunca viu sangue derramado para conquistar nada. É assim que se ""desmama"" um país viciado em paternalismo Estatal. Quando não tiverem picanha, nem qualquer carne, nem liberdade, nem segurança; quando seus filhos forem doutrinados, abusados e assaltados por jovens que só querem ""tomar uma cervejinha""; quando estiverem desempregados, livres dos ""capitalistas malvadões"" que foram aplicar seu dinheiro em outro país; quando forem proibidos de professar sua fé e tiverem entregado todas as suas armas, as únicas ferramentas que poderiam ser usadas para a retomada da democracia, aí vocês ""fazem o L"". 
Os artistas, influenciadores e intelectuais, que vocês adoram seguir, estarão em Paris, ou Berlim, ou Londres, ou Barcelona... 
Qualquer lugar BEM distante da realidade em que vocês se enfiaram, com suas próprias pernas.
Infelizmente, esse será o preço a se pagar pelo aprendizado de um povo que não soube aprender com os erros alheios; que é incapaz de procurar informações por suas próprias fontes e se mantém manipulado, em pleno 2022, pela grande imprensa e seus ""formadores de opinião"". 
Depois da desgraça completa de duas ou três gerações, talvez fiquemos livres definitivamente dessa ideologia nefasta. Enquanto não a vivermos na pele, sempre terão os ignorantes diplomados romantizando o autoritarismo e o povo, sem brio e sem honra, adorando aqueles que lhes enchem de migalhas.
""Um povo corrompido não pode tolerar um governo que não seja corrupto."" (Marquês de Maricá)",2,0
2485,"Já consultei advogados sobre sua atitude contra mim, e já te falei,vê se me erra, não comente as coisas que posto. Vc não me conhece.",2,0
