Golpe,text_content,count,processed_text_content,n_words
1,"INVISTA CONOSCO E RECEBA✅
 SEU LUCRO ESTÁ SEGURO E RETORNO 100% GARANTIDO✅ ...
 MUITO FÁCIL DE COMEÇAR A GANHAR DINHEIRO COM BITCOIN.
 (CONTACTE-ME AGORA)

 ⚪ COMO INVESTIR

 ⚪ COMO FAÇO SOBRE ISSO

 ⚪ COMO POSSO COMEÇAR

 ⚪ COMO FUNCIONA

 ⚪ NÃO SEI NADA SOBRE ISSO E QUERO QUE VOCÊ ME DÊ INFORMAÇÕES SOBRE ISSO

 ⚪ QUERO INVESTIR

 CONTACTE-ME E VOU APRESENTAR COMO COMEÇAR A GANHAR CONOSCO
 ✍️𝐃𝐌
 @FabricioGoncalvez_robot",36,"invista conosco receber marca_de 
 lucro seguro retorno garantir marca_de 
 facil comecar ganhar dinheiro bitcoin 
 contacterr agora 
 
 circulo_branco investir 
 
 circulo_branco fazer sobre 
 
 circulo_branco poder comecar 
 
 circulo_branco funcionar 
 
 circulo_branco saber nada sobre querer de informacao sobre 
 
 circulo_branco querer investir 
 
 contacterr ir apresentar comecar ganhar conosco 
 escrevendo_a DM 
 fabriciogoncalvez _ robot",424
1,Obrigado admin Eu tento sacar e isso reflete instantaneamente na minha conta. Posso depositar mais tarde novamente para continuar meu Investimento agora que eu confirmei que ele está pagando?,31,obrigar Admin tentar sacar reflete instantaneamente contar poder depositar tarde novamente continuar investimento agora confirmei pagar ?,191
1,"R $ 1.000 para ganhar R $ 10.000
R $ 1.500 para ganhar R $ 15.000
R $ 2.000 para ganhar R $ 20.000
R $ 3.000 para ganhar R $ 30.000
R $ 4.000 para ganhar R $ 40.000
R $ 5.000 para ganhar R $ 50.000. 
se você está interessado em ganhar dinheiro, clique em
🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷🇧🇷
👇👇👇👇👇👇👇
@Fabricio_Goncalvez_Botz",27,"r ganhar r 
 r ganhar r 
 r ganhar r 
 r ganhar r 
 r ganhar r 
 r ganhar r 
 interessar ganhar dinheiro clique 
 bandeira_brasil bandeira_brasil bandeira_brasil bandeira_brasil bandeira_brasil bandeira_brasil bandeira_brasil bandeira_brasil 
 Dorso_da Dorso_da Dorso_da Dorso_da Dorso_da Dorso_da Dorso_da 
 fabricio _ goncalvez _ Botz",304
1,"Vendo INTERNET ✅
Vivo✅
Claro✅
Tim✅
Oi✅
15 reais 30 dias✅
Teste grátis de 1 hora✅
Não perca a oportunidade de economizar e estar on✅🥰",27,"ver internet marca_de 
 vivo marca_de 
 claro marca_de 
 tim marca_de 
 oi marca_de 
 real dia marca_de 
 teste gratis hora marca_de 
 perca oportunidade economizar on marca_de rosto_sorridente",132
0,"*SE ALGUÉM TE PERGUNTAR O QUE FOI QUE BOLSONARO FEZ DE BOM PARA O BRASIL, MOSTRE ESSA LISTA ABAIXO COM ALGUMAS COISAS QUE ELE FEZ.*
1. Criou o PIX
2. Deu 33% de aumento aos professores.
3. Deu 92% de desconto para aos alunos que deviam o FIES.
4. Aumentou o Bolsa Atleta de 1.000,00 para 8.000,00 reais.
5. Possibilitou a transferência de veículos sem cartório.
6. Criou a tecnologia 5G brasileira.
7. Obteve recordes na exportação brasileira.
8. Obteve superavit na balança comercial do Brasil
9. Criou o programa ÁGUA Doce
10. Possibilitou a prova de vida dos idosos pelo celular.
12. Zerou impostos federais para gasolina e gás
13. Reduziu imposto e teve recordes na apuração.
14. Fez voltar os jogos estudantis
15. Mais de 380 mil casas entregues. Projeto Casa Verde e Amarela
16. Primeira feira do Grafeno do Brasil
17. Parceria com a NASAS Missão ARTEMIS
18. Transposição do Rio São Francisco, parada há décadas - Água para o Nordeste
19. Aumentou de 180,00 no Bolsa Família para 600,00 com o programa Auxílio Brasil
20. Construção de 2 adutoras no agreste e Síridó
21. Lucro recorde para na CAIXA Econômica
22. Saúde para os povos indígenas aumetou em 30%
23. Asfaltamento para a Transamazônica, a 230.
24. Ferrovias construídas:
Ferrovia do Sol
Ferrovia Paraná
Ferrovia Mato Grosso
Ferrovia Tocantins e
Ferrovia Goiás
24. Combate so garimpo ilegal
25. Alterou a Lei ROUANET
26. Melhoras na educação desde 2005
27. Perfuração de poços de gás na Amazônia
28. Combate ao narcotráfico como nunca antes
29. Combate a corrupção nunca visto antes
30. Terminando as obras paradas de vários anos
32. Lançamento de 3 satélites para o monitoramento da Amazônia
33. Carteira de motorista agora válida por 10 anos
34. Carteira nacional digital para estudantes
35. Deu mais de 100 mil títulos de terra em Mato Grosso
36. Privatização de estatais que não funcionavam bem e desnecessárias para governo.
37. Construção do Complexo solar na Paraiba
38. Curso on line para instrução e capacitação de professores
39. Construídas várias infraestruturas como Anel Viário de Fortaleza. BR 222. BR 022. BR 285. BR 116. Rota Bioceanica Chile- Brasil. Ponte de integração Brasil-Paraguai.
40. Menor taxa de juros da história do Brasil
41. Ampliação e investimentos nas usinas de energia eólicas e fotovoltaicas
42. Pensão vitalícia para os filhos com Zica Vírus.
43. Vacina 100% brasileira para covid, VERSAMUNE
43. Fez voltar o patriotismo nos brasileiros.
44. Nos fez ver as coisas erradas que ficavam escondidas dos brasileiros. ""Conhecereis a verdade e a verdade vos libertará""
45. Defendeu abertamente a importância da liberdade, da igreja, da família e de Deus.
46. Lutou pela moralização na política e no governo.
47. É a favor de um estado menor e com menos interferência do estado na vida do povo.
48. Defendeu a liberdade Econômica e dos empreendimentos.
49. Diminuiu a burocratização de muitas coisas no Brasil
50. É contra o neo comunismo, da ideológica partidária nas escolas, a ideologia de gênero e do aborto.
52. Defendeu e
defende a família tradicional, os valores cristãos e a honestidade com o dinheiro público.
53. Recuperou a Petrobras que deu lucro de mais de 40 bilhões.
54. Fez os brasileiros a voltar a acreditar e ter esperança no Brasil.
55. Pediu para que o exército cavasse poços de água no sertão.
56. Fez diminuir as invasões de terra pelo MST
57. Fez diminuir a criminalidade no país
58. Mostrou que sem roubar sobra dinheiro para muitas coisas.
59. Com seu jeito de ser expressou o desejo, sentimento e o que o povo pensa.
60. Mostrou que ama o Brasil e está pronto a dar a vida por uma pátria livre. 🇧🇷 🇧🇷🇧🇷",27,"* alelguem perelguntar bolsonaro fazer bom Brasil mostre listar abaixo alelgum coisa fazer * 
 criar pix 
 dar aumento professor 
 dar desconto aluno dever fie 
 aumentar Bolsa atleta real 
 possibilitar transferencia veiculos cartorio 
 criar Tecnoloelgia elg Brasileira 
 obter recorde exportacao Brasileira 
 obter superavit balanca comercial Brasil 
 criar proelgramar aelgua doce 
 possibilitar prova vida idoso celular 
 zerar impor federal elgasolinar elgas 
 reduziu impor recorde apuracao 
 fazer voltar joelgos estudantil 
 mil casa entreelgues projeto casa verde amarrela 
 primeiro feira elgrafeno Brasil 
 parceria naso missao artemis 
 transposicao rio Francisco parar decada aelgua nordeste 
 aumentar Bolsa familior proelgramar Auxilio Brasil 
 construcao adutor aelgreste sirido 
 lucro recorde caixa economico 
 saude povo indielgenas aumetar 
 asfaltamento transamarzonico 
 ferrover construir 
 ferrover sol 
 ferrover parana 
 ferrover matar elgrosso 
 ferrover tocantim 
 ferrover elgoias 
 combaterr so elgarimpo ileelgal 
 alterar lei rouanet 
 melhora educacao desde 
 perfuracao poco elgas Amazonia 
 combaterr narcotrafico nunca antes 
 combaterr corrupcao nunca ver antes 
 terminar obra parars varios ano 
 lancamento satelite monitoramento Amazonia 
 carteira motorista aelgora valer ano 
 carteira nacional dielgital estudante 
 dar mil titulo Terra matar elgrosso 
 privatizacao estatal funcionar bem desnecessario elgoverno 
 construcao complexo solar paraiba 
 curso on line instrucao capacitacao professor 
 construir varias infraestruturo Anel viario fortaleza br br br br rota bioceanico chiler Brasil ponte inteelgracao Brasil paraelguai 
 pequeno taxa juro Historia Brasil 
 ampliacao investimento usina enerelgia eolico fotovoltaico 
 pensao vitalicio filhos zica virus 
 vacina Brasileira covid versamune 
 fazer voltar patriotismo Brasileiros 
 fazer ver coisa errar ficar escondida Brasileiros conhecerel verdade verdade libertar 
 defendar abertamente importancia liberdade ielgreja familior dars 
 lutar moralizacao politico elgoverno 
 favor estar pequeno menos interferencia estar vida povo 
 defendar liberdade economico empreendimento 
 diminuir burocratizacao muito coisa Brasil 
 contra neo comunismo ideoloelgica partidario escola ideoloelgia elgenero aborto 
 defendar 
 defender familior tradicional valor cristaos honestidade dinheiro publico 
 recuperar petrobra dar lucro bilhao 
 fazer Brasileiros voltar acreditar ter esperanca Brasil 
 pedir exercito cavar poco aelgua sertar 
 fazer diminuir invasao Terra mst 
 fazer diminuir criminalidade pais 
 mostrar roubar Sobra dinheiro muito coisa 
 jeito expressar desejo sentimento povo pensar 
 mostrar amar Brasil pronto dar vida patria livre bandeira_Brasil bandeira_Brasil bandeira_Brasil",3623
1,"Parabéns 🎊 🤝.
 Continue investindo, continue ganhando lucro mais consistente

 Muito obrigado pelo seu feedback....
 Estou aqui para lhe dar o melhor👉mantenha seu investimento chegando para obter mais lucro
 📩📩
 @clientssupport247 
 @clientssupport247",26,"parabens confete aperto_de 
 continuar investir continuar ganhar lucro consistente 
 
 obrigar feedbackr 
 aqui dar bom dorso_da manter investimento chegar obter lucro 
 envelope_com envelope_com 
 clientssupportrr 
 clientssupportrr",251
0,"Meus queridos amigos Patriotas, 
Graça e paz,

O negócio é o seguinte, precisamos de 200.000 Patriotas nesse grupo.

Vamos comprovar a vitória do Bolsonaro no segundo turno.

Portanto, cabe a cada um de vocês, ajudar, convidando  outras pessoas e orientando como será o procedimento do grupo.

REGRAS:

 - O grupo será aberto no dia: 
30/10/2022 das 08:00 e fechará às  22:00 hs do mesmo dia, para que possamos dar o início da contagem individual das imagens dos comprovantes do voto.

Após as 22:00 hs do dia 30/10/2022 não será mais possível o envio.

 -  Portanto só teremos o dia 30/10/2022 até às 22:00 hs para o envio das imagens.

. - A contagem, será feita, uma a uma das imagem individual dos comprovantes de voto.

Agora, cabe a cada um dos Brasileiros Patriotas publicar e compartilhar nos seus grupo e nas redes sociais o nosso trabalho em prol da vitória do Bolsonaro. Não espere que as TVs vá mostrar isso, pois eles não querem a vitória do Bolsonaro!.

Convide seu amigo, seu vizinho, seu colega de trabalho e seus familiares a entrar no Telegram para o envio

https://t.me/Meu_Voto_E_BOLSONARO22_BRASIL

Essa será nossa segunda e última oportunidade!

CONTAMOS COM VOCÊ,
VAMOS A VITÓRIA,
BOLSONARO22 🇧🇷!",26,"queride o amigo patriota 
 graca paz 
 
 negocio seguinte precisar patriota em esse grupo 
 
 ir comprovar vitoria bolsonaro segundo turno 
 
 portanto caberr cada ajudar convidar outro pessoa orientar procedimento grupo 
 
 regra 
 
 grupo abrir dia 
 fechar hs dia possar dar inicio contagem individual imagem comprovante votar 
 
 apos hs dia possivel envio 
 
 portanto dia hs envio imagem 
 
 contagem fazer imagem individual comprovante votar 
 
 agora caberr cada brasileiro patriota publicar compartilhar grupo rede social trabalho prol vitoria bolsonaro esperar tvs ir mostrar pois querer vitoria bolsonaro ! 
 
 convidir amigo vizinho Colega trabalho familiar entrar telegr envio 
 
 t 
 
 segundo ultimo oportunidade ! 
 
 contar 
 ir vitoria 
 bolsonaro bandeira_brasil !",1219
0,"QUERIDOS PATRÍOTAS, ESSA É A NOSSA SEGUNDA E ÚLTIMA OPORTUNIDADE DE COMPROVAR QUE NOSSO PRESIDENTE BOLSONARO REELEITO NO SEGUNDO TURNO.

NO PRIMEIRO TURNO, A MAIORIA DERAM OUVIDO AS MENTIRAS DOS CANALHAS DA ESQUERDA E NÃO CONSEGUIMOS JUNTAR O SUFICIENTE PARA COMPROVAÇÃO.
OU VOCÊ ACREDITA NAQUEJÁ VENCEMOS, OU ACREDITA NESSAS MENTIRAS DO PT E GUARDA SEU COMPROVANTE QUE SÓ SEVIRIA PARA COMPROVAR A VITORIA DO BOLSONARO! 

SE ACREDITA NA VITORIA DO BOLSONARO, AJUDE A QUEM AINDA NÃO USA O TELEGRAM!",25,"queride o patriota segundo ultimo oportunidade comprovar presidente bolsonaro reeleever segundo turno 
 
 primeiro turno maioria dar ouvir mentira Canalhas esquerda conseguir juntar suficiente comprovacao 
 acreditarrr naqueja vencemo acreditarrr em esse mentira pt Guarda comprovante sevirio comprovar vitoria bolsonaro ! 
 
 acreditarrr vitoria bolsonaro ajude ainda usar telegr !",497
1,"Bom meu nome e‌ Maristela walker e sou de Los Angeles Califo‌rnia sou gerente de contas suprema na mineradora Bitcoin e estou aqui com minha plataforma Bitcoin segura e confia‌vel e tambe‌m ensino como investir $100 para ganhar $1100 em 24  horas e e‌ 100% de garantia, na‌o ha‌ risco aqui, se voce‌ estiver interessado, pergunte-me como?https://wa.me/+2347039225617text=Olá!%20I'm%20Interested%20In%20Bitcoin",25,bom nome e Maristela Walker Los Angeles california gerente conta supremo mineradora Bitcoin aqui Plataforma Bitcoin Segura confiavel tambemr ensino investir ganhar   hora e garantia em ao ha risco aqui voce interessar pergunte wa,409
1,"PIX INVESTIMENTO 🏦 IMEDIATO CAI NA HORA 🕑

     FAZEMOS DE QUALQUER BANCO FÍSICO OU DIGITAL 


O ROBÔ 🤖 INVESTIMENTO PIX INVESTI EM AÇÕES DE RETORNO IMEDIATO 
   
   FAZEMOS DE TODOS BANCO FÍSICO E DIGITAL 

       R$ 50,00 REAIS transfiro R$500,00 REAIS 
        
        R$100,00 REAIS 𝙩𝙧𝙖𝙣𝙨𝙛𝙞𝙧𝙤 R$1000,00 REAIS 

       R$150,00 REAIS 𝙩𝙧𝙖𝙣𝙨𝙛𝙞𝙧𝙤  R$1500,00 REAIS 

        R$200,00  REAIS 𝙩𝙧𝙖𝙣𝙨𝙛𝙞𝙧𝙤 R$3000,00 REAIS 
        
        R$250,00 REAIS 𝙩𝙧𝙖𝙣𝙨𝙛𝙞𝙧𝙤 R$4000,00 REAIS 

       R$300,00 REAIS 𝙩𝙧𝙖𝙣𝙨𝙛𝙞𝙧𝙤  R$5000,00 REAIS 

      R$350,00 REAIS 𝙩𝙧𝙖𝙣𝙨𝙛𝙞𝙧𝙤 R$6500,00 REAIS 

      R$400,00 REAIS 𝙩𝙧𝙖𝙣𝙨𝙛𝙞𝙧𝙤 R$8000,00 REAIS 

       R$450,00 𝙩𝙧𝙖𝙣𝙨𝙛𝙞𝙧𝙤 R$9500,00 REAIS 

     R$500,00 𝙩𝙧𝙖𝙣𝙨𝙛𝙞𝙧𝙤 R$10.000,00 REAIS 

   $1.000,00 REAIS 𝙩𝙧𝙖𝙣𝙨𝙛𝙞𝙧𝙤     $20.000,00

$5.000,00 REAIS  𝙩𝙧𝙖𝙣𝙨𝙛𝙞𝙧𝙤  $50.000,00

$10.000,00 REAIS 𝙩𝙧𝙖𝙣𝙨𝙛𝙞𝙧𝙤$100.000,00 REAIS


$20.000,00 REAIS  𝙩𝙧𝙖𝙣𝙨𝙛𝙞𝙧o $200.000,00 REAIS

$30.000,00 REAIS  𝙩𝙧𝙖𝙣𝙨𝙛𝙞𝙧𝙤
$300.000,00 REAIS

                             
O valor cai na conta imediatamente via pix  ⏰💸

            TODAS CONTAS DIGITAIS  E BANCO FÍSICO COM O PIX DA CERTO 

qualquer conta que tenha pix👍🏻✅🔛*

Aceito pagamento via pix

Todos os dados está na tabela 

GANHE 10 REAIS POR CADA INDICAÇÃO 💵💸💴💶💷


Chama somente quem realmente for fechar negócio 🤝🏻🤑💰
CONTA COM PIX E NA HORA

TENHO PRINTS  E VÍDEOS  DE CLIENTES SATISFEITOS 😌 MAIS DE MIL CLIENTES SATISFEITOS 

TENHO MAIS DE 10000 REFERÊNCIA DE PESSOAS QUE JA FEZ 
DINHEIRO 💸 IMEDIATO

GRANDE OPORTUNIDADE PARA QUEM QUER COMPRA UMA CASA 🏠 INVESTIR EM NEGÓCIO E ATÉ COMPRAR UM CARRO NOVO NOVO NEGÓCIO DIGITAL 🙅🙏🏦


PIX IMEDIATO CAI NA HORA🙅🏦 

FAÇO DE QUALQUER BANCO",24,"pix investimento banco imediato cairrelelr hoelelra 2_hoelelras 
 
 fazeelelr qualqueelelr banco fisico digital 
 
 
 elelrobo elelrosto_de investimento pix investi acao elelretoelelrno imediato 
 
 fazeelelr todo banco fisico digital 
 
 elelr elelreal telelransfielelro elelr elelreal 
 
 elelr elelreal transfiro elelr elelreal 
 
 elelr elelreal transfiro elelr elelreal 
 
 elelr elelreal transfiro elelr elelreal 
 
 elelr elelreal transfiro elelr elelreal 
 
 elelr elelreal transfiro elelr elelreal 
 
 elelr elelreal transfiro elelr elelreal 
 
 elelr elelreal transfiro elelr elelreal 
 
 elelr transfiro elelr elelreal 
 
 elelr transfiro elelr elelreal 
 
 elelreal transfiro 
 
 elelreal transfiro 
 
 elelreal transfiro elelreal 
 
 
 elelreal transfiro elelreal 
 
 elelreal transfiro 
 elelreal 
 
 
 valoelelr cairrelelr contar imediatamente via pix despeelelrtadoelelr dinheielelro_voando 
 
 todo contar digital banco fisico pix ceelelrto 
 
 qualqueelelr contar pix polegaelelr_paelelra maelelrca_de seta_on! * 
 
 aceitar pagamento via pix 
 
 todo dar Tabela 
 
 ganhar elelreal cada indicacao nota_de dinheielelro_voando nota_de nota_de nota_de 
 
 
 chamar somente elelrealmente fechaelelr negocio  elelrosto_com saco_de 
 contar pix hoelelra 
 
 pelelrints video cliente satisfeito elelrosto_aliviar mil cliente satisfeito 
 
 elelrefeelelrencia pessoa ja fazer 
 dinheielelro dinheielelro_voando imediato 
 
 gelelrande opoelelrtunidade queelelr compelelra casa casa investielelr negocio compelelraelelr caelelrelelro novo novo negocio digital pessoa_fazer maos_junto banco 
 
 
 pix imediato cairrelelr hoelelra pessoa_fazer banco 
 
 fazer qualqueelelr banco",1641
1,"Ainda se perguntando como obtemos esse enorme lucro com nossas negociações?  Ou o que usamos para negociar com precisão?  A imagem acima mostra nossas ferramentas de negociação.  Nós não adivinhamos.

  Por que ganhamos tanto dinheiro?  Por que os investidores perdem suas negociações mesmo seguindo nosso sinal de negociação?

  Para obter um bom lucro na negociação de mineração / Forex e Bitcoin, você precisa ter esses três fatores importantes.
  1. Experiência
  2. Especialização
  3. A tecnologia certa.",24,"ainda perguntar obte enorme lucro negociacao ? usar negociar precisao ? imagem acima mostrar ferramento negociacao adivinhar 
 
 ganhar tanto dinheiro ? investidor perder negociacao seguir sinal negociacao ? 
 
 obter bom lucro negociacao mineracao forex Bitcoin precisar ter tres fator importante 
 experiencia 
 especializacao 
 tecnologia certo",510
0,"Amanhã, é a nossa última oportunidade de eleger Bolsonaro Presidente!

https://t.me/ContagemDeVotosPRO_BOLSONARO",23,"amanha ultrimo oportrunidade eleger bolsonaro presidentre ! 
 
 tr",112
1,"Feedback de Bruno Pinho  31 anos. Brasil, Porto Velho.

Você pode ativar o bot e começar a ganhar dinheiro aqui
Conecte-se comigo:",23,"feedbackr bruno pinho ano Brasil Porto velho 
 
 poder ativar bot comecar ganhar dinheiro aqui 
 conecter comigo",130
1,"ENVIE SEU PEDIDO !!!

OI ?

OLÁ ?

QUÃO?

QUER INVESTIR?
 
QUER SABER MAIS SOBRE INVESTIMENTOS?

COMO DEVO COMEÇAR?

COMO POSSO INVESTIR?

COMO SABER MAIS DO QUE ESTAMOS FAZENDO AQUI?

👇👇👇👇👇👇Clique no link
e me mande uma mensagem agora
   👇👇👇👇👇
@FabricioGoncalvez_robot",23,"enviar pedir ! ! ! 
 
 oi ? 
 
 ola ? 
 
 quao ? 
 
 quererer investir ? 
 
 quererer saber sobre investimento ? 
 
 dever comecar ? 
 
 poder investir ? 
 
 saber fazer aqui ? 
 
 Dorso_da Dorso_da Dorso_da Dorso_da Dorso_da Dorso_da clicar linkr 
 Mande mensagem agora 
 Dorso_da Dorso_da Dorso_da Dorso_da Dorso_da 
 fabriciogoncalvez _ robot",269
0,"Principalmente, 

Queremos agradecer aos Patriotas que confiaram no trabalho da nossa equipe. Vocês são uns guerreiros!

Infelizmente temos muitos brasileiros que não podemos dizer o mesmo!

Chegamos a contabilizar 123.032 membros no 1⁰ turno onde muitos postaram seus comprovantes em seguida apagaram antes do final da contagem e saíram do grupo por não confiar no trabalho de nossa equipe. Agora só ficamos com 20.671membros. Agora iremos todos amargar um preço que não será nada bom!
Infelizmente, poucos divulgaram o link do grupo.

Tínhamos tudo para ser uma nação livre!

A última oportunidade que tínhamos para mostrar a vitória de forma democraticamente, jogaram fora!
Nada mais podemos fazer com o apoio da nossa equipe.
Ficar em casa, sentado, sem mostrar a insatisfação, será pior ainda. Só resta agora, não aceitar e ir as ruas e mostrar que não estamos satisfeitos!. agora é com vocês, guerreiros!

QUE DEUS ABENÇOE A NOSSA NAÇÃO!",23,"principalmente 
 
 querer agradecer patriota confiar trabalho equipe um guerreiro ! 
 
 infelizmente muito brasileiro poder dizer ! 
 
 chegar contabilizar membro 0 turno onde muito postar comprovante seguido apagar antes final contagem sair grupo confiar trabalho equipe agora ficar membro agora irer todo amargar preco nada bom ! 
 infelizmente pouco divulgar link grupo 
 
 tudo nacao livre ! 
 
 ultimo oportunidade mostrar vitoria forma democraticamente jogar ! 
 nada poder fazer apoio equipe 
 ficar casa sentar mostrar insatisfacao mau ainda restar agora aceitar ir rua mostrar satisfeito ! agora guerreiro ! 
 
 deu abencoe nacao !",943
1,depois de passar por muita coisa sem ninguém para ajudar peguei dinheiro emprestado do meu tio achando que não vou pegar de volta aqui estou agora com meu lucro..,23,passar muito coisa ninguem ajudar peguei dinheiro emprestar tio achar ir pegar volta aqui agora lucro,162
0,"Desde a posse de Luiz Inácio Lula da Silva, em janeiro de 2003, o Brasil governado pelo PT viveu anos de crescimento econômico com criação de emprego, ampliação de programas sociais e redução da pobreza. Passou por dois grandes escândalos de corrupção envolvendo a alta direção do partido: o mensalão, em 2005, e a Lava Jato, deflagrada em 2014. Com o impeachment de Dilma, o partido deixa o poder e uma herança de recessão, inflação acima da meta, rombo nas contas públicas e redução de programas sociais. O impeachment interrompe o mais longo período de poder de um partido eleito democraticamente no Brasil: 13 anos e 132 dias.

Na política, o PT enfrentou escândalos políticos já no primeiro mandato. O primeiro, em 2004, gerou a CPI dos Bingos após o ex-assessor da Casa Civil Waldomiro Diniz, cujo ministro era José Dirceu, ter sido flagrado em vídeo negociando propina com um empresário do ramo de jogos. O escândalo do mensalão estourou em junho de 2005, quando o deputado Roberto Jefferson, do PTB, então aliado de Lula, acusou José Dirceu de comandar um esquema de pagamento a parlamentares em troca de apoio político ao governo. Dirceu renunciou em 16 de junho ao cargo de ministro e reassumiu o mandato de deputado federal para se defender das acusações e foi cassado pela Câmara em dezembro. No lugar de Dirceu na Casa Civil, assumiu a então ministra das Minas e Energia, Dilma Rousseff.

Denúncias contra Lula
Também em março de 2016, o PT assistiu ao seu maior símbolo, Lula, ser denunciado pelo Ministério Público pela suposta compra de um apartamento triplex em Guarujá (SP), mantido no nome da construtora OAS. No mesmo mês, o Planalto anunciou o ex-presidente como novo ministro da Casa Civil – o que lhe daria foro privilegiado. Lula não chegou a tomar posse. Foi impedido pela Justiça após a divulgação de um grampo de um telefonema entre Lula e Dilma, autorizada pelo juiz 

Fonte: Diário do Amapá

Link: https://www.diariodoamapa.com.br/cadernos/politica-nacional/da-esperanca-a-crise-os-13-anos-de-pt-no-poder/",23,"desde posse Luiz inacio Lula Silva janeiro Brasil governar pt viver ano crescimento economico criacao empregar ampliacao programa social reducao pobreza passar dois grande escandalo corrupcao envolver alto direcao partir Mensalao lavar jato deflagrar impeachment Dilma partir deixar poder heranca recessao inflacao acima meta rombo conta publico reducao programa social impeachment interromper longo periodo poder partir eleger democraticamente Brasil ano dia 
 
 politica pt enfrentar escandalo politico primeiro mandato primeiro gerar cpi bingo apos ex assessor casa civil Waldomiro diniz cujo ministro Jose dircer ter ser flagrar video negociar propina empresario ramo jogo escandalo Mensalao estourar junho deputado Roberto Jefferson ptb entao aliar Lula acusar Jose dircer comandar esquema pagamento parlamentar trocar apoio politico governo dircer renunciar junho cargo ministro reassumir mandato deputado federal defender acusacao cassar camar dezembro lugar dircer casa civil assumir entao ministra mina energia Dilma rousseff 
 
 denuncia contra Lula 
 marco pt assistir grande simbolo Lula denunciar ministerio publico supostar compra apartamento triplex Guaruja sp manter nome construtora oas mes planalto anunciar ex presidente novo ministro casa civil - dar foro privilegiar Lula chegar tomar posse impedir Justica apos divulgacao grampo telefonema Lula Dilma autorizar juiz 
 
 fonte Diario Amapa 
 
 linkr diariodoamapa",2034
0,"Cuidado com prints e falas que coloquem sob suspeita nossas FFAA!!!! Influenciadores digitais da direita estão na mira da Nova Ordem Mundial.

Obs.:  'tá jorrando dinheiro pra tudo que é lado para dividir o povo. Olavo de Carvalho já dizia que para vencermos a esquerda temos que ter o Presidente,   as Forças Armadas e o povo unidos! 

Não aceitaremos nada que nos dívida. Os políticos tiveram sua oportunidade de desperdiçaram. 
Permaneçam firmes em frente aos quartéis e comandos das Forças Armadas!",22,"cuidado prints fala colocar sob suspeita ffaa ! ! ! ! influenciador digital direita mira novo ordem mundial 
 
 obs tar jorrar dinheiro pra tudo lado dividir povo olavo carvalho dizer vencermos esquerdar ter presidente forca armar povo Unidos ! 
 
 aceitarer nada divida politico oportunidade desperdicar 
 permanecar firme frente quartel comanr forca armar !",502
0,"🚨🚨🚨🚨🚨🚨🚨🚨🚨🚨🚨🚨🚨

PATRIOTAS NAO DEPOSITEM DINHEIRO EM CONTAS CORRENTES E NEM PIX PARA QUEM PEDIR NOS GRUPOS. E SE TE CHAMAREM NO
 PRIVADO EXCLUA OU MELHOR BLOQUEIA. 

POIS PODE TER CERTEZA QUE SÃO GOLPISTAS, LADRÕES, E ATÉ PETISTAS.

🚨🚨🚨🚨🚨🚨🚨🚨🚨🚨🚨🚨🚨",22,"Sirene Sirene Sirene Sirene Sirene Sirene Sirene Sirene Sirene Sirene Sirene Sirene Sirene 
 
 patriota nao depositer dinheiro conta corrente pix pedir grupo chamar 
 privado exclua bom bloqueia 
 
 pois poder ter certeza golpista ladrao petista 
 
 Sirene Sirene Sirene Sirene Sirene Sirene Sirene Sirene Sirene Sirene Sirene Sirene Sirene",244
0,"OREM O SALMO 91 TODOS OS DIAS E SE POSSÍVEL VARIAS VEZES POR DIA  PEDINDO A JESUS QUE TENHA MISERICÓRDIA DO NOSSO BRASIL E DE TODOS NÓS PARA QUE O MAL NÃO TRIUNFE .SE VOCÊ ANULAR O VOTO, VOTAR EM BRANCO OU NÃO IR VOTAR JÁ ESTÁ DANDO OPORTUNIDADE PRA ESQUERDA PENSEM BEM ATÉ DIA 30 ,E QUE DEUS NÃO NOS DESAMPARE .DEUS ABENÇOE A TODOS",22,or salmo todo dia possivel varia vez dia pedir jesus Misericordia Brasil todo mal Triunfe anular voto votar branco ir votar dar oportunidade pra esquerda pensar bem dia deu desampare deu abencoe todo,332
0,"Um doente curado é menos dinheiro no bolso do cartel farmacêutico. Muitas doenças poderiam ser evitadas se as pessoas fizessem simplesmente isso 👇👇👇👇👇👇




https://youtu.be/ZQSdMG9Af2U",21,"doente curar pouco dinheiro bolso cartel farmaceutico muito doenca poder evitado pessoa fizer simplesmente dorso_da dorso_da dorso_da dorso_da dorso_da dorso_da 
 
 
 
 
 Youtube",184
1,"O sucesso é sempre possível para os comerciantes que se recusam a desistir.  A chave para ganhar dinheiro é permanecer investido.

 Se você não encontrar uma maneira de ganhar dinheiro enquanto dorme, trabalhará até morrer.  Seu salário é o suborno que lhe dão para esquecer seus sonhos.

 Invista 1BTC e acima agora e torne-se um milionário em criptomoedas",21,"sucesso sempre possivel comerciante recusar desistir chave ganhar dinheiro permanecer investir 
 
 encontrar maneira ganhar dinheiro enquanto dorme trabalhar morrer salario suborno dar esquecer sonho 
 
 invista btc acima agora tornar milionario criptomoer",357
